long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,long,long,long,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,float,long,long
1681,1,-1,0,"The Loremaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the quest achievements listed below.",,,,,,,,,,,,,,,,16712190,96,10,18,0x0,1644,"Reward: Title & Loremaster's Colors",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
1692,1,-1,0,"Merrymaker",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Winter Veil achievements listed below.",,,,,,,,,,,,,,,,16712190,155,10,18,0x0,3695,"Title Reward: Merrymaker",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
1740,-1,-1,0,"Leatherworking Patterns learned",,,,,,,,,,,,,,,,0xFF01FE,"Leatherworking Patterns learned",,,,,,,,,,,,,,,,16712190,173,0,18,0x1,4,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1756,-1,-1,0,"Lich King 25-player bosses killed",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 25-player bosses killed",,,,,,,,,,,,,,,,16712190,14807,0,18,0x9,1,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1774,-1,-1,0,"Different beverages consumed",,,,,,,,,,,,,,,,0xFF01FE,"Different beverages consumed",,,,,,,,,,,,,,,,16712190,145,0,18,0x21,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,346
1781,-1,-1,0,"Critter Gitter",,,,,,,,,,,,,,,,0xFF01FE,"Using Critter Bites, coerce 10 critters to be your pet within 3 minutes or less.",,,,,,,,,,,,,,,,16712190,170,10,18,0x0,2482,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
1919,-1,574,0,"On The Rocks",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Prince Keleseth in Utgarde Keep on Heroic Difficulty without shattering any Frost Tombs.",,,,,,,,,,,,,,,,16712190,14921,10,18,0x0,3260,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2136,-1,-1,0,"Glory of the Hero",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Heroic Dungeon achievements listed below.",,,,,,,,,,,,,,,,16712190,168,25,18,0x0,3494,"Reward: Red Proto-Drake",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2176,-1,533,0,"And They Would All Go Down Together (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 10-player mode.",,,,,,,,,,,,,,,,16712190,14922,10,18,0x0,3005,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2177,-1,533,0,"And They Would All Go Down Together (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the 4 Horsemen in Naxxramas, ensuring that they all die within 15 seconds of each other in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,18,0x0,3005,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2195,0,-1,0,"Master of Strand of the Ancients",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Strand of the Ancients achievements listed below.",,,,,,,,,,,,,,,,16712190,14881,25,18,0x0,3402,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2770,1,-1,2782,"Exalted Champion of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.",,,,,,,,,,,,,,,,16712190,14941,10,18,0x0,3807,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2884,-1,603,0,"XT-002 Deconstructor kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"XT-002 Deconstructor kills (Ulduar 25 player)",,,,,,,,,,,,,,,,16712190,14963,10,18,0x1,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2927,-1,603,0,"Hot Pocket (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Survive being thrown into Ignis the Furnace Master's Slag Pot in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,18,0x0,31,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2928,-1,603,0,"Hot Pocket (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Survive being thrown into Ignis the Furnace Master's Slag Pot in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,18,0x0,31,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3136,-1,624,0,"Emalon the Storm Watcher (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Emalon the Storm Watcher in 10 player mode.",,,,,,,,,,,,,,,,16712190,14901,10,18,0x0,2350,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
3857,1,-1,0,"Master of Isle of Conquest",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Isle of Conquest achievements listed below.",,,,,,,,,,,,,,,,16712190,15003,25,18,0x0,3387,"Reward: Tabard of Conquest",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
4030,-1,-1,0,"Victories over the Beasts of Northrend (Trial of the Grand Crusader 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Beasts of Northrend (Trial of the Grand Crusader 10 player)",,,,,,,,,,,,,,,,16712190,15021,0,18,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4577,-1,631,0,"Flu Shot Shortage (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 10-player mode.",,,,,,,,,,,,,,,,16712190,15041,10,18,0x0,4162,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4615,-1,631,0,"Flu Shot Shortage (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 25-player mode.",,,,,,,,,,,,,,,,16712190,15042,10,18,0x0,4162,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4640,-1,-1,0,"Lord Marrowgar kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Lord Marrowgar kills (Heroic Icecrown 10 player)",,,,,,,,,,,,,,,,16712190,15062,0,18,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
347,-1,-1,0,"Food eaten",,,,,,,,,,,,,,,,0xFF01FE,"Food eaten",,,,,,,,,,,,,,,,16712190,145,0,19,0x9,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
585,-1,-1,0,"Eye of the Storm flags captured",,,,,,,,,,,,,,,,0xFF01FE,"Eye of the Storm flags captured",,,,,,,,,,,,,,,,16712190,153,0,19,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
596,-1,-1,0,"Highest 5 man personal rating",,,,,,,,,,,,,,,,0xFF01FE,"Highest 5 man personal rating",,,,,,,,,,,,,,,,16712190,152,0,19,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
603,0,-1,0,"Wrath of the Horde",,,,,,,,,,,,,,,,0xFF01FE,"Kill 5 Alliance players in each of the cities listed below.",,,,,,,,,,,,,,,,16712190,95,10,19,0x0,2815,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
645,-1,289,0,"Scholomance",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the leaders of Scholomance.",,,,,,,,,,,,,,,,16712190,14808,10,19,0x0,308,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
669,-1,547,0,"Heroic: The Slave Pens",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Quagmirran on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14805,10,19,0x0,3591,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
774,-1,-1,0,"Explore Searing Gorge",,,,,,,,,,,,,,,,0xFF01FE,"Explore Searing Gorge, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,19,0x0,3566,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
856,-1,-1,0,"Explore Silithus",,,,,,,,,,,,,,,,0xFF01FE,"Explore Silithus, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,19,0x0,3567,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
890,-1,-1,889,"Into The Wild Blue Yonder",,,,,,,,,,,,,,,,0xFF01FE,"Learn the expert riding skill.",,,,,,,,,,,,,,,,16712190,92,10,19,0x0,2054,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
966,1,-1,0,"Tricks and Treats of Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Visit the Candy Buckets in Eastern Kingdoms.",,,,,,,,,,,,,,,,16712190,158,10,19,0x0,2951,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1037,0,-1,0,"Desecration of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Extinguishing Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,16712190,161,10,19,0x0,1920,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1086,-1,544,0,"Magtheridon kills (Magtheridon's Lair)",,,,,,,,,,,,,,,,0xFF01FE,"Magtheridon kills (Magtheridon's Lair)",,,,,,,,,,,,,,,,16712190,14822,5,19,0x1,2675,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1162,-1,-1,0,"Hotter Streak",,,,,,,,,,,,,,,,0xFF01FE,"Win ten ranked matches in a row with a rating above 1800 at level 80.",,,,,,,,,,,,,,,,16712190,165,10,19,0x0,11,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1167,1,-1,0,"Master of Alterac Valley",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Alterac Valley achievements listed below.",,,,,,,,,,,,,,,,16712190,14801,25,19,0x0,2839,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1172,1,-1,0,"Master of Warsong Gulch",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Warsong Gulch achievements listed below.",,,,,,,,,,,,,,,,16712190,14804,25,19,0x0,2835,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1239,-1,578,0,"Ley-Guardian Eregos kills (The Oculus)",,,,,,,,,,,,,,,,0xFF01FE,"Ley-Guardian Eregos kills (The Oculus)",,,,,,,,,,,,,,,,16712190,14823,5,19,0x1,180,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1277,-1,-1,0,"Rapid Defense",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Defending Wyrmrest Temple quest in under 3 minutes while not in a group.",,,,,,,,,,,,,,,,16712190,14863,10,19,0x0,1700,"",,,,,,,,,,,,,,,,4,23703948044372E37,0,0
1411,-1,-1,0,"Realm First! Level 80 Tauren",,,,,,,,,,,,,,,,0xFF01FE,"First tauren on the realm to achieve level 80.",,,,,,,,,,,,,,,,16712190,81,0,19,0x100,3326,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1537,-1,-1,0,"Highest Mining skill",,,,,,,,,,,,,,,,0xFF01FE,"Highest Mining skill",,,,,,,,,,,,,,,,16712190,173,0,19,0x1,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
1682,0,-1,0,"The Loremaster",,,,,,,,,,,,,,,,0xFF01FE,"Complete the quest achievements listed below.",,,,,,,,,,,,,,,,16712190,96,10,19,0x0,1644,"Reward: Title & Loremaster's Colors",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
1759,-1,-1,0,"Lich King 25-player different bosses killed",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 25-player different bosses killed",,,,,,,,,,,,,,,,16712190,14807,0,19,0x21,1,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,1756
1785,-1,-1,0,"Dinner Impossible",,,,,,,,,,,,,,,,0xFF01FE,"Present a Great Feast in each of the battlegrounds listed below.",,,,,,,,,,,,,,,,16712190,170,10,19,0x0,1578,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2137,-1,-1,0,"Glory of the Raider (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Complete the 10-player raid achievements listed below.",,,,,,,,,,,,,,,,16712190,168,25,19,0x0,3499,"",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2144,1,-1,0,"What A Long, Strange Trip It's Been",,,,,,,,,,,,,,,,0xFF01FE,"Complete the world events achievements listed below.",,,,,,,,,,,,,,,,16712190,155,50,19,0x0,3500,"Reward: Violet Proto-Drake",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2146,-1,533,0,"The Hundred Club (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 10-player mode.",,,,,,,,,,,,,,,,16712190,14922,10,19,0x0,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2147,-1,533,0,"The Hundred Club (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Sapphiron in Naxxramas without any member of the raid having a frost resist value over 100 in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,19,0x0,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2150,-1,-1,0,"Split Personality",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Grand Magus Telestra in The Nexus on Heroic Difficulty after having killed her images within 5 seconds of each other during both splits.",,,,,,,,,,,,,,,,16712190,14921,10,19,0x0,3392,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2817,1,-1,2770,"Exalted Argent Champion of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with and the right to represent every Alliance race's faction in the Argent Tournament.",,,,,,,,,,,,,,,,16712190,14941,10,19,0x0,3807,"Title Reward: Crusader. Unlocks Crusader dailies at the Argent Tournament.",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2885,-1,603,0,"Assembly of Iron kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Assembly of Iron kills (Ulduar 25 player)",,,,,,,,,,,,,,,,16712190,14963,10,19,0x1,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2929,-1,603,0,"Stokin' the Furnace (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ignis the Furnace Master in 4 minutes in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,19,0x0,3855,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2930,-1,603,0,"Stokin' the Furnace (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Ignis the Furnace Master in 4 minutes in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,19,0x0,3855,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3137,-1,624,0,"Emalon the Storm Watcher (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Emalon the Storm Watcher in 25 player mode.",,,,,,,,,,,,,,,,16712190,14901,10,19,0x0,2350,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
3217,-1,-1,0,"Chasing Marcia",,,,,,,,,,,,,,,,0xFF01FE,"Complete each of Marcia Chase's 5 fishing daily quests listed below.",,,,,,,,,,,,,,,,16712190,171,10,19,0x0,2933,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
3957,0,-1,0,"Master of Isle of Conquest",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Isle of Conquest achievements listed below.",,,,,,,,,,,,,,,,16712190,15003,25,19,0x0,3387,"Reward: Tabard of Conquest",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
4031,-1,-1,0,"Victories over the Beasts of Northrend (Trial of the Crusader 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Beasts of Northrend (Trial of the Crusader 25 player)",,,,,,,,,,,,,,,,16712190,15021,0,19,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4578,-1,631,0,"Nausea, Heartburn, Indigestion... (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 10-player mode.",,,,,,,,,,,,,,,,16712190,15041,10,19,0x0,4163,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4616,-1,631,0,"Nausea, Heartburn, Indigestion... (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 25-player mode.",,,,,,,,,,,,,,,,16712190,15042,10,19,0x0,4163,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4641,-1,-1,0,"Lord Marrowgar kills (Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Lord Marrowgar kills (Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,19,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
272,-1,-1,0,"Torch Juggler",,,,,,,,,,,,,,,,0xFF01FE,"Juggle 40 torches in 15 seconds in Dalaran.",,,,,,,,,,,,,,,,16712190,161,10,20,0x0,2944,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
395,-1,-1,0,"Warsong Gulch flags captured",,,,,,,,,,,,,,,,0xFF01FE,"Warsong Gulch flags captured",,,,,,,,,,,,,,,,16712190,153,0,20,0x1,1243604,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
409,-1,-1,0,"Last Man Standing",,,,,,,,,,,,,,,,0xFF01FE,"Be the sole survivor at the end of a ranked 5v5 match at level 80.",,,,,,,,,,,,,,,,16712190,165,10,20,0x0,2176,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
595,-1,-1,0,"Highest 3 man personal rating",,,,,,,,,,,,,,,,0xFF01FE,"Highest 3 man personal rating",,,,,,,,,,,,,,,,16712190,152,0,20,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
604,1,-1,0,"Wrath of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Kill 5 Horde players in each of the cities listed below.",,,,,,,,,,,,,,,,16712190,95,10,20,0x0,2503,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
646,-1,329,0,"Stratholme",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the evil masterminds inhabiting Stratholme.",,,,,,,,,,,,,,,,16712190,14808,10,20,0x0,2718,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
670,-1,546,0,"Heroic: Underbog",,,,,,,,,,,,,,,,0xFF01FE,"Defeat The Black Stalker on Heroic Difficulty.",,,,,,,,,,,,,,,,16712190,14805,10,20,0x0,3823,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
766,-1,-1,0,"Explore Blasted Lands",,,,,,,,,,,,,,,,0xFF01FE,"Explore Blasted Lands, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14777,10,20,0x0,3550,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
857,-1,-1,0,"Explore Winterspring",,,,,,,,,,,,,,,,0xFF01FE,"Explore Winterspring, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,16712190,14778,10,20,0x0,3587,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
892,-1,-1,890,"The Right Stuff",,,,,,,,,,,,,,,,0xFF01FE,"Learn the artisan riding skill.",,,,,,,,,,,,,,,,16712190,92,10,20,0x0,2055,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
969,1,-1,0,"Tricks and Treats of Outland",,,,,,,,,,,,,,,,0xFF01FE,"Visit the Candy Buckets in Outland.",,,,,,,,,,,,,,,,16712190,158,10,20,0x0,2952,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1087,-1,548,0,"Lady Vashj kills (Serpentshrine Cavern)",,,,,,,,,,,,,,,,0xFF01FE,"Lady Vashj kills (Serpentshrine Cavern)",,,,,,,,,,,,,,,,16712190,14822,5,20,0x1,2379,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1168,0,-1,0,"Master of Alterac Valley",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Alterac Valley achievements listed below.",,,,,,,,,,,,,,,,16712190,14801,25,20,0x0,2839,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1173,0,-1,0,"Master of Warsong Gulch",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Warsong Gulch achievements listed below.",,,,,,,,,,,,,,,,16712190,14804,25,20,0x0,2835,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1243,-1,-1,0,"Fish Don't Leave Footprints",,,,,,,,,,,,,,,,0xFF01FE,"Learn the ability to find fish.",,,,,,,,,,,,,,,,16712190,171,10,20,0x0,3701,"",,,,,,,,,,,,,,,,1,05925987011093E37,0,0
1412,-1,-1,0,"Realm First! Level 80 Troll",,,,,,,,,,,,,,,,0xFF01FE,"First troll on the realm to achieve level 80.",,,,,,,,,,,,,,,,16712190,81,0,20,0x100,3291,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
1428,-1,-1,0,"Mine Sweeper",,,,,,,,,,,,,,,,0xFF01FE,"Get caught in 10 consecutive land mine explosions in the Sparksocket Minefield without landing.",,,,,,,,,,,,,,,,16712190,14863,10,20,0x0,1755,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
1513,-1,578,0,"Ley-Guardian Eregos kills (Heroic Oculus)",,,,,,,,,,,,,,,,0xFF01FE,"Ley-Guardian Eregos kills (Heroic Oculus)",,,,,,,,,,,,,,,,16712190,14823,5,20,0x1,180,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
1760,-1,-1,0,"Lich King 25-player boss killed the most",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 25-player boss killed the most",,,,,,,,,,,,,,,,16712190,14807,0,20,0x11,1,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,1756
1775,-1,-1,0,"Different foods eaten",,,,,,,,,,,,,,,,0xFF01FE,"Different foods eaten",,,,,,,,,,,,,,,,16712190,145,0,20,0x21,1,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,347
1795,-1,-1,0,"Lunch Lady",,,,,,,,,,,,,,,,0xFF01FE,"Learn 25 cooking recipes.",,,,,,,,,,,,,,,,16712190,170,10,20,0x0,2353,"",,,,,,,,,,,,,,,,1,69481558935339E38,0,0
2036,-1,576,0,"Intense Cold",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Keristrasza in The Nexus on Heroic Difficulty without allowing Intense Cold to reach more than two stacks.",,,,,,,,,,,,,,,,16712190,14921,10,20,0x0,2965,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2138,-1,-1,0,"Glory of the Raider (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Complete the 25-player raid achievements listed below.",,,,,,,,,,,,,,,,16712190,168,25,20,0x0,2044,"",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2145,0,-1,0,"What A Long, Strange Trip It's Been",,,,,,,,,,,,,,,,0xFF01FE,"Complete the world events achievements listed below.",,,,,,,,,,,,,,,,16712190,155,50,20,0x0,3500,"Reward: Violet Proto-Drake",,,,,,,,,,,,,,,,2,34187661825046E-38,0,0
2184,-1,533,0,"Just Can't Get Enough (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 10 player mode.",,,,,,,,,,,,,,,,16712190,14922,10,20,0x0,2623,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2185,-1,533,0,"Just Can't Get Enough (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Kel'Thuzad in Naxxramas while killing at least 18 abominations in his chamber in 25-player mode.",,,,,,,,,,,,,,,,16712190,14923,10,20,0x0,2623,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2783,0,-1,0,"Champion of Orgrimmar",,,,,,,,,,,,,,,,0xFF01FE,"Earn the right to represent Orgrimmar in the Argent Tournament.",,,,,,,,,,,,,,,,16712190,14941,10,20,0x0,3802,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2875,-1,603,0,"Kologarn kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Kologarn kills (Ulduar 25 player)",,,,,,,,,,,,,,,,16712190,14963,10,20,0x1,1700,"",,,,,,,,,,,,,,,,4,23703897338348E37,0,0
2931,-1,603,0,"Nerf Engineering (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat XT-002 Deconstructor without him recovering any health from XS-013 in 10-player mode.",,,,,,,,,,,,,,,,16712190,14961,10,20,0x0,3857,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
2932,-1,603,0,"Nerf Engineering (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat XT-002 Deconstructor without him recovering any health from XS-013 Scrapbots in 25-player mode.",,,,,,,,,,,,,,,,16712190,14962,10,20,0x0,3857,"",,,,,,,,,,,,,,,,2,64814935836468E36,0,0
3216,-1,-1,0,"Smelting Recipes learned",,,,,,,,,,,,,,,,0xFF01FE,"Smelting Recipes learned",,,,,,,,,,,,,,,,16712190,173,0,20,0x1,4,"",,,,,,,,,,,,,,,,-1,69481558935339E38,0,0
3836,-1,624,0,"Koralon the Flame Watcher (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Koralon the Flame Watcher in 10 player mode.",,,,,,,,,,,,,,,,16712190,14901,10,20,0x0,2019,"",,,,,,,,,,,,,,,,2,34280946263816E-38,0,0
4029,-1,-1,0,"Victories over the Beasts of Northrend (Trial of the Grand Crusader 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over the Beasts of Northrend (Trial of the Grand Crusader 25 player)",,,,,,,,,,,,,,,,16712190,15021,0,20,0x1,1,"",,,,,,,,,,,,,,,,2,34187409591322E-38,0,0
4582,-1,631,0,"The Orb Whisperer (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Blood Council without anyone in the raid taking more than 23,000 spell damage in a single hit in 10-player mode.",,,,,,,,,,,,,,,,16712190,15041,10,20,0x0,4164,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4617,-1,631,0,"The Orb Whisperer (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the Blood Council without anyone in the raid taking more than 25,000 spell damage in a single hit in 25-player mode.",,,,,,,,,,,,,,,,16712190,15042,10,20,0x0,4164,"",,,,,,,,,,,,,,,,2,34187633799076E-38,1,0
4642,-1,-1,0,"Lord Marrowgar kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Lord Marrowgar kills (Heroic Icecrown 25 player)",,,,,,,,,,,,,,,,16712190,15062,0,20,0x1,1,"",,,,,,,,,,,,,,,,2,34187633799076E-38,0,0
41,1,-1,0,"Loremaster of Northrend",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Northrend quest achievements listed below.",,,,,,,,,,,,,,,,16712190,14863,10,21,0x0,3493,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
370,-1,-1,0,"Highest 2 man personal rating",,,,,,,,,,,,,,,,0xFF01FE,"Highest 2 man personal rating",,,,,,,,,,,,,,,,16712190,152,0,21,0x1,4,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
586,-1,-1,0,"Warsong Gulch flags returned",,,,,,,,,,,,,,,,0xFF01FE,"Warsong Gulch flags returned",,,,,,,,,,,,,,,,16712190,153,0,21,0x1,1,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
610,1,1,0,"Death to the Warchief!",,,,,,,,,,,,,,,,0xFF01FE,"Kill Thrall.",,,,,,,,,,,,,,,,16712190,95,10,21,0x0,3660,"",,,,,,,,,,,,,,,,2,34187437617291E-38,0,0
